Index,Topic,Source,Bias,Headline,Byline,Date,URL,Left Bias,Left Headline,Left Source,Left URL,Right Bias,Right Headline,Right Source,Right URL,Center Bias,Center Headline,Center Source,Center URL
281,blm,The Hill,Center,"Bush testifies before Congress about racist treatment Black birthing people face during childbirth, pregnancy",Rep. Cori Bush (D-Mo.) testified before Congress on Thursday about the “racist treatment” she said she and other Black people have experienced in the health care system during childbirth and pregnancy.,May 10 2021,https://thehill.com/policy/healthcare/552250-bush-testifies-before-congress-about-racist-treatment-black-birthing-people,Left,Americans are as skeptical of Black Lives Matte...,Vox,http://www.vox.com/2016/7/24/12236580/black-liv...,Right,FDA Clears Pfizer Coronavirus Vaccine For Child...,The Daily Caller,https://dailycaller.com/2021/05/10/fda-pfizer-v...,Center,Black History Month 2021: The only way forward ...,USA TODAY,https://www.usatoday.com/in-depth/news/2021/02/...
282,blm,BuzzFeed News,Left,"Black History Month During A Pandemic, Told Through The Eyes Of One Family","Like many of us, Richard Williams has been figuring out how to be creative in a pandemic that limits so much of what we can do. The photographer and graphic designer is close with his family, who are based in Prince George’s County, Maryland, an affluent and largely Black suburb of Washington, DC. Williams has been photographing his family as a part of an ongoing personal project, which gave",Feb 28 2021,https://www.buzzfeednews.com/article/piapeterson/family-photos-black-history-month,Left,Many Americans Want Stricter Gun Laws. Will It ...,HuffPost,http://www.huffingtonpost.com/entry/roanoke-sho...,Lean Right,Black Lives Matter protesters harass RNC guests...,New York Post (News),https://nypost.com/2020/08/28/black-lives-matte...,Center,"Erica Garner, outspoken activist after her dad ...",USA TODAY,https://www.usatoday.com/story/news/2017/12/30/...
283,blm,Fox News (Online News),Lean Right,"DeSantis signs Florida election bill tightening drop box, mail-in ballot rules live on 'Fox & Friends","Florida Gov. Ron DeSantis signed a voting bill in the state into law on Thursday morning, making his state the latest GOP-leaning state to enact voting changes after the 2020 presidential election.",May 06 2021,https://www.foxnews.com/politics/desantis-signs-florida-election-bill-fox-friends,Lean Left,These 29 Numbers Show How the COVID-19 Pandemic...,Time Magazine,https://time.com/5947302/covid-19-data/,Right,Social media again silences The Post for report...,New York Post (Opinion),https://nypost.com/2021/04/16/social-media-agai...,Center,"Toni Morrison, Whose Soaring Novels Were Rooted...",NPR (Online News),https://www.npr.org/2019/08/06/542391535/toni-m...
284,blm,CNN (Opinion),Left,Biden should pick a Black woman for VP. Here are 6 great options,Black women have been betting on the Democratic Party since the civil rights era. It is time for the Democratic Party to bet on them.,Aug 04 2020,https://www.cnn.com/2020/08/04/opinions/black-women-biden-vice-president-jones/index.html,Lean Left,‘At the Intersection of Two Criminalized Identi...,Time Magazine,https://time.com/5884176/islam-black-lives-matt...,Lean Right,Media Mistrust Won’t Inoculate You Against Misi...,Wall Street Journal (Opinion),http://wsj.com/articles/media-mistrust-wont-ino...,Center,"White supremacists chant 'closed borders, white...",The Hill,http://thehill.com/blogs/blog-briefing-room/new...
285,blm,USA TODAY,Center,Why Supreme Court case about cheerleader's Snapchat rant matters to students everywhere,"Like every high school freshman ever, 14-year-old Brandi Levy had a bad week. She missed the cut for her high school’s varsity cheerleading team. She struggled at softball practice. And she worried about her final exams. So like every high school freshman, Levy vented. “F--- school f--- softball f--- cheer f--- everything,” she posted to her friends on Snapchat on a Saturday afternoon.",Apr 28 2021,https://www.usatoday.com/story/opinion/2021/04/28/why-supreme-court-case-about-cheerleaders-angry-snapchat-post-matters-column/7396284002/,Left,Bernie Sanders: 'I'm not dismissive' of 'Black ...,CNN (Online News),http://www.cnn.com/2015/07/26/politics/bernie-s...,Lean Right,Media Mistrust Won’t Inoculate You Against Misi...,Wall Street Journal (Opinion),http://wsj.com/articles/media-mistrust-wont-ino...,Center,"White supremacists chant 'closed borders, white...",The Hill,http://thehill.com/blogs/blog-briefing-room/new...
286,blm,New York Post (News),Lean Right,Jury selection delayed in Derek Chauvin trial in death of George Floyd,"A Minnesota judge has delayed jury selection in the murder trial of ex-cop Derek Chauvin in the death of George Floyd, according to reports.",Mar 08 2021,https://nypost.com/2021/03/08/jury-selection-delayed-in-chauvin-george-floyd-trial/,Lean Left,Military housing company allegedly falsified re...,CBS News (Online),https://www.cbsnews.com/news/balfour-beatty-fal...,Lean Right,Black Lives Matter has terrorist and communist ...,Washington Examiner,https://www.washingtonexaminer.com/opinion/blac...,Center,"Nigeria, Africa's Largest Nation, Backs Trump D...",Newsweek,https://www.newsweek.com/nigeria-backs-trump-bl...
287,blm,BuzzFeed News,Left,A Federal Domestic Terrorism Law Could Threaten Civil Rights Groups Like BLM,"In the wake of the insurrection on the nation’s Capitol, President-elect Joe Biden did not hesitate to refer to the far-right extremists who perpetrated the attack as domestic terrorists. ""They weren't protesters. Don't dare call them protesters. They were a riotous mob, insurrectionists, domestic terrorists,” Biden said. “It's that basic. It's that simple.”",Jan 19 2021,https://www.buzzfeednews.com/article/carolinehaskins1/federal-terrorism-law-black-lives-matter,Lean Left,Biden administration restores transgender healt...,CBS News (Online),https://www.cbsnews.com/news/transgender-health...,Right,Social media again silences The Post for report...,New York Post (Opinion),https://nypost.com/2021/04/16/social-media-agai...,Center,'We're Creating a City in Georgia for Black Peo...,Newsweek,https://www.newsweek.com/were-creating-city-geo...
288,blm,CNN (Online News),Left,McEnany makes false claim about Romney's share of black vote,"During a White House briefing on Monday, a reporter asked White House press secretary Kayleigh McEnany if President Donald Trump agrees with Republican Sen. Mitt Romney, who marched in a Washington protest on Sunday, that ""black lives matter.""",Jun 09 2020,https://www.cnn.com/2020/06/08/politics/facts-first-mcenany-romney/index.html,Left,"Black History Month During A Pandemic, Told Thr...",BuzzFeed News,https://www.buzzfeednews.com/article/piapeterso...,Right,‘Black Lives Matter' Protest Burns Flag in Holl...,Breitbart News,http://www.breitbart.com/big-government/2014/12...,Center,Birthing People's Day? Cori Bush Debate Rages I...,Newsweek,https://www.newsweek.com/birthing-peoples-day-c...
289,blm,USA TODAY,Center,"Curfew lifted after protests over death of Daunte Wright, 20-year-old Black man shot by police during traffic stop: What we know",A curfew was lifted early Monday after the fatal police shooting of 20-year-old Black man during a traffic stop triggered a night of protests.,Apr 12 2021,https://www.usatoday.com/story/news/nation/2021/04/12/daunte-wright-police-shooting-near-minneapolis-protest-what-to-know/7185768002/,Left,Body camera video in the fatal shooting of a 13...,CNN (Online News),https://www.cnn.com/2021/04/15/us/adam-toledo-p...,Lean Right,Black Lives Matter protesters harass RNC guests...,New York Post (News),https://nypost.com/2020/08/28/black-lives-matte...,Center,South and West to Gain Power in House of Repres...,Wall Street Journal (News),https://www.wsj.com/articles/south-and-west-to-...
290,blm,The Hill,Center,"White supremacists chant 'closed borders, white nation' in 'White Lives Matter' march",White nationalist and neo-Nazi groups took to the streets in two Tennessee towns on Saturday for so-called White Lives Matter rallies.,Oct 29 2017,http://thehill.com/blogs/blog-briefing-room/news/357643-white-nationalists-march-through-tennessee-town,Left,Bernie Sanders: 'I'm not dismissive' of 'Black ...,CNN (Online News),http://www.cnn.com/2015/07/26/politics/bernie-s...,Lean Right,Ma’Khia Bryant: Columbus police release bodycam...,New York Post (News),https://nypost.com/2021/04/21/bodycam-footage-r...,Center,"Nigeria, Africa's Largest Nation, Backs Trump D...",Newsweek,https://www.newsweek.com/nigeria-backs-trump-bl...
291,blm,Washington Post,Lean Left,‘White Lives Matter’ organizers cancel second rally after taunts from counterprotesters,"Crowds of protesters began gathering at 8 a.m. on a cold, cloudy Saturday. They’d come to see Nazis. But, two hours later, there were still none.",Oct 29 2017,https://www.washingtonpost.com/national/white-lives-matter-organizers-cancel-second-rally-after-being-taunted-by-counterprotesters/2017/10/28/a6fee0d2-bc1f-11e7-be94-fabb0f1e9ffb_story.html?utm_term=.5db14a7db004,Lean Left,Major donors consider funding Black Lives Matter,Politico,http://www.politico.com/story/2015/11/major-don...,Right,Study: America Hit By Roughly 550 Violent Demon...,The Daily Caller,https://dailycaller.com/2020/09/05/550-violent-...,Center,'We're Creating a City in Georgia for Black Peo...,Newsweek,https://www.newsweek.com/were-creating-city-geo...
292,blm,USA TODAY,Center,"Black History Month 2021: The only way forward is through, together",It’s an understatement to say that 2020 got on Black folks’ collective last nerve.,Feb 01 2021,https://www.usatoday.com/in-depth/news/2021/02/01/black-history-month-2021-essay-only-way-forward-through/6567631002/,Left,Many Americans Want Stricter Gun Laws. Will It ...,HuffPost,http://www.huffingtonpost.com/entry/roanoke-sho...,Lean Right,Portland Black Lives Matter protesters sue Trum...,Washington Examiner,https://www.washingtonexaminer.com/news/portlan...,Center,South and West to Gain Power in House of Repres...,Wall Street Journal (News),https://www.wsj.com/articles/south-and-west-to-...
293,blm,CBS News (Online),Lean Left,Military housing company allegedly falsified records as families lived with roaches and black mold,"A joint CBS News and Reuters investigation discovered new evidence of potential fraud inside the military's privatized housing program, where some military families live with roaches and black mold. A former employee at Lackland Air Force Base in Texas described the practices of falsifying reports in order for a housing contractor to qualify for big bonuses.",Nov 20 2019,https://www.cbsnews.com/news/balfour-beatty-falsified-maintenance-records-as-military-families-lived-with-roaches-black-mold-former-employee/,Lean Left,Major donors consider funding Black Lives Matter,Politico,http://www.politico.com/story/2015/11/major-don...,Right,Trump Supporters Chased Out Of Black Lives Matt...,The Daily Caller,https://www.allsides.com/news/2020-12-13-1534/s...,Center,"Toni Morrison, Whose Soaring Novels Were Rooted...",NPR (Online News),https://www.npr.org/2019/08/06/542391535/toni-m...
294,blm,New York Post (News),Lean Right,Leader of BLM-inspired group calls for creation of ‘race offenders’ registry,A UK activist who calls herself the “Black Panther of Oxford” wants to create a “race offenders” registry that would bar alleged racists from getting work or living near communities of color.,Dec 31 2020,https://nypost.com/2020/12/30/leader-of-blm-inspired-group-calls-for-race-offenders-registry/,Left,Trump: O'Malley 'weak' and 'pathetic' for apolo...,CNN (Online News),http://www.cnn.com/2015/08/21/politics/martin-o...,Right,Minnesota Black School Choice Movement ‘Explici...,Breitbart News,https://www.breitbart.com/politics/2021/05/10/m...,Center,White Supremacists Hold White Lives Matter Rally,The Hill,http://thehill.com/blogs/blog-briefing-room/new...
295,blm,CBS News (Online),Lean Left,New Breonna Taylor bust smashed in Oakland,"Oakland police are investigating an act of vandalism that left a ceramic bust of Breonna Taylor severely damaged, CBS SF BayArea reports .The bust was installed two weeks ago in Latham Square near City Hall by Leo Carson, a sculptor who was working as a food server before the COVID-19 crisis caused restrictions to the restaurant industry.",Dec 28 2020,https://www.cbsnews.com/news/breonna-taylor-bust-smashed-oakland-outrage/,Lean Left,California population drops for first time in s...,Politico,https://www.politico.com/states/california/stor...,Lean Right,South Carolina Army sergeant leaves home amid '...,Fox News (Online News),https://www.foxnews.com/us/south-carolina-army-...,Center,'We're Creating a City in Georgia for Black Peo...,Newsweek,https://www.newsweek.com/were-creating-city-geo...
296,blm,NPR (Online News),Center,"Toni Morrison, Whose Soaring Novels Were Rooted In Black Lives, Dies At 88","When Toni Morrison received her Nobel Prize in Literature in 1993, her remarks began with a reflection on the phrase once upon a time. In her signature, measured cadence, Morrison told the Swedish Academy she believed these were some of the first words we remember from our childhoods.",Aug 06 2019,https://www.npr.org/2019/08/06/542391535/toni-morrison-whose-soaring-novels-were-rooted-in-black-lives-dies-at-88,Left,“I Got Little Left In The Tank”: Minneapolis Re...,BuzzFeed News,https://www.buzzfeednews.com/article/carolineha...,Lean Right,America under siege on Biden's watch as cyberat...,Fox News (Online News),https://www.foxnews.com/politics/cyberattacks-a...,Center,Bill and Melinda Gates divorce after 27 years o...,BBC News,https://www.bbc.com/news/world-us-canada-56975466
297,blm,New York Times (News),Lean Left,Protesters Clash With Police After Minnesota Officer Shoots Black Man,"Minnesota officials said the police officer who fatally shot a Black man at a traffic stop did so accidentally, and meant to fire a Taser instead.",Apr 12 2021,https://www.nytimes.com/2021/04/11/us/brooklyn-center-minnesota-police-shooting.html,Lean Left,"With Free Medical Clinics and Patient Advocacy,...",Time Magazine,https://time.com/5937647/black-panther-medical-...,Lean Right,DeSantis signs Florida election bill tightening...,Fox News (Online News),https://www.foxnews.com/politics/desantis-signs...,Center,Curfew lifted after protests over death of Daun...,USA TODAY,https://www.usatoday.com/story/news/nation/2021...
298,blm,The Guardian,Lean Left,First Thing: can cities live without police? Minneapolis may find out,"The largely peaceful protests prompted by the police killing of George Floyd went on across the US and around the world over the weekend, as it emerged that more than 10,000 US protesters have been arrested during the weeks of unrest – many for non-violent offences. In Minneapolis, where Floyd died, the city council has taken a dramatic step towards reform, by declaring their intent to disband",Jun 08 2020,https://www.theguardian.com/us-news/2020/jun/08/first-thing-can-cities-live-without-police-minneapolis-may-find-out,Lean Left,Testimony complete in Derek Chauvin trial after...,CBS News (Online),https://www.cbsnews.com/live-updates/derek-chau...,Lean Right,Ma’Khia Bryant: Columbus police release bodycam...,New York Post (News),https://nypost.com/2021/04/21/bodycam-footage-r...,Center,"To Attract Black Employees, Companies Move to Them",Wall Street Journal (News),https://www.wsj.com/articles/to-attract-black-e...
299,blm,New York Times (News),Lean Left,"Hiring Jumped in March, Fueled by Vaccines and Federal Aid: Live Updates","The U.S. jobs rebound picked up steam last month, fueled by the accelerating pace of vaccinations and a new injection of federal aid.",Apr 02 2021,https://www.nytimes.com/live/2021/04/02/business/stock-market-today,Left,Mother’s Day Can Be Painful. It Can Also Reconn...,New York Times (Opinion),https://www.nytimes.com/2021/05/03/opinion/moth...,Right,FDA Clears Pfizer Coronavirus Vaccine For Child...,The Daily Caller,https://dailycaller.com/2021/05/10/fda-pfizer-v...,Center,Bill Clinton Gets Into Heated Exchange With Bla...,NPR (Online News),http://www.npr.org/2016/04/07/473428472/bill-cl...
300,blm,New York Times (News),Lean Left,Conflict’s Second Week Begins With Heavy Israeli Strikes in Gaza,"As the grinding and increasingly bloody conflict between Israel and Hamas militants moved into the second week, the violence showed no signs of abating as Israel pounded targets in Gaza overnight and Hamas continued to unleash a barrage of rockets at towns across southern Israel.",May 17 2021,https://www.nytimes.com/live/2021/05/17/world/israel-gaza-updates#with-no-end-in-sight-the-fighting-enters-a-second-week,Lean Left,SpaceX launches 4 astronauts to ISS on recycled...,ABC News (Online),https://abcnews.go.com/Technology/spacex-launch...,Lean Right,Jury selection delayed in Derek Chauvin trial i...,New York Post (News),https://nypost.com/2021/03/08/jury-selection-de...,Center,White Supremacists Hold White Lives Matter Rally,The Hill,http://thehill.com/blogs/blog-briefing-room/new...
301,blm,The Guardian,Lean Left,The online safety bill will show just how blurred the boundaries of free speech are,"Consequences matter. If there was one clear message from football’s temporary boycott of social media earlier this month, in protest at the torrent of online hate experienced disproportionately by black players, that was it.",May 14 2021,https://www.theguardian.com/commentisfree/2021/may/14/online-safety-bill-boundaries-free-speech-ofcom-big-tech,Left,Instagram used to be where people escaped the n...,Vox,https://www.vox.com/recode/2020/6/24/21300631/i...,Right,#IStandWithTuckerCarlson Trends On Twitter Afte...,The Daily Caller,https://dailycaller.com/2020/06/12/tucker-carls...,Center,Israel intensifies attacks in Gaza as conflict ...,BBC News,https://www.bbc.com/news/world-middle-east-5711...
302,blm,USA TODAY,Center,"Rural schools have a teacher shortage. Why don’t people who live there, teach there?","For the past six years, Shari Daniels has tried to be the person she wishes she had in her life as a student.",Apr 13 2021,https://www.usatoday.com/story/news/education/2021/04/13/covid-could-make-teacher-shortage-even-worse-hard-hit-rural-schools/7189706002/,Lean Left,'Doesn't matter': Democrats reject GOP's debt l...,Politico,https://www.politico.com/news/2021/05/14/doesnt...,Right,‘Black Guns Matter’ Founder: Gun Control Keeps ...,Breitbart News,http://www.breitbart.com/big-government/2016/09...,Center,Bill Clinton Gets Into Heated Exchange With Bla...,NPR (Online News),http://www.npr.org/2016/04/07/473428472/bill-cl...
303,blm,Newsweek,Center,Birthing People's Day? Cori Bush Debate Rages Into Mother's Day Weekend,"An online debate sparked by Missouri Democratic Congresswoman Cori Bush calling women ""birthing people"" has raged on into Mother's Day weekend.",May 09 2021,https://www.newsweek.com/birthing-peoples-day-cori-bush-debate-rages-mothers-day-weekend-1589846,Left,Trump: O'Malley 'weak' and 'pathetic' for apolo...,CNN (Online News),http://www.cnn.com/2015/08/21/politics/martin-o...,Right,Social media again silences The Post for report...,New York Post (Opinion),https://nypost.com/2021/04/16/social-media-agai...,Center,Drug Overdose Deaths Surge Among Black American...,NPR (Online News),https://www.npr.org/2021/03/03/970964576/drug-o...
304,blm,ABC News (Online),Lean Left,Atlanta Police Chief Erika Shields resigns in wake of fatal shooting,"Atlanta Police Chief Erika Shields has resigned, according to city Mayor Keisha Lance Bottoms.",Jun 13 2020,https://abcnews.go.com/US/atlanta-police-chief-erika-shields-resigns-wake-fatal/story?id=71239552,Left,Trump: O'Malley 'weak' and 'pathetic' for apolo...,CNN (Online News),http://www.cnn.com/2015/08/21/politics/martin-o...,Lean Right,Good Policing Saves Black Lives,Wall Street Journal (Opinion),https://www.wsj.com/articles/good-policing-save...,Center,"An inconvenient truth for Obama, Black Lives Ma...",The Hill,http://thehill.com/blogs/pundits-blog/civil-rig...
305,blm,NBC News (Online),Lean Left,A Chauvin juror participated in the 2020 March on Washington. Is it grounds for appeal?,"A juror in the trial of Derek Chauvin, the former Minneapolis police officer convicted of murdering George Floyd, participated in last summer's March on Washington, a move that is coming under scrutiny after Chauvin's attorney requested a new trial on several grounds, including juror misconduct.",May 05 2021,https://www.nbcnews.com/news/us-news/chauvin-juror-participated-2020-march-washington-it-grounds-appeal-n1266337,Lean Left,Bill Clinton’s argument with Black Lives Matter...,Washington Post,https://www.washingtonpost.com/news/powerpost/p...,Right,Study: America Hit By Roughly 550 Violent Demon...,The Daily Caller,https://dailycaller.com/2020/09/05/550-violent-...,Center,Why Supreme Court case about cheerleader's Snap...,USA TODAY,https://www.usatoday.com/story/opinion/2021/04/...
306,blm,Wall Street Journal (News),Center,"To Attract Black Employees, Companies Move to Them","Silicon Valley has a diversity problem, one that even Tristan Walker’s 4-year-old son could see.",Mar 20 2021,https://www.wsj.com/articles/to-attract-black-employees-companies-move-to-them-11616212810?mod=hp_lead_pos9,Lean Left,Major donors consider funding Black Lives Matter,Politico,http://www.politico.com/story/2015/11/major-don...,Right,O’Reilly: Black Lives Matter ‘Essentially A Hat...,Breitbart News,http://www.breitbart.com/video/2016/07/08/oreil...,Center,Why Supreme Court case about cheerleader's Snap...,USA TODAY,https://www.usatoday.com/story/opinion/2021/04/...
307,blm,BBC News,Center,Israel intensifies attacks in Gaza as conflict enters fifth day,"Israel has intensified its assault on Gaza, as Palestinian militants continue to fire rockets into Israel on the fifth day of hostilities.",May 14 2021,https://www.bbc.com/news/world-middle-east-57110368,Left,Biden should pick a Black woman for VP. Here ar...,CNN (Opinion),https://www.cnn.com/2020/08/04/opinions/black-w...,Right,Social media again silences The Post for report...,New York Post (Opinion),https://nypost.com/2021/04/16/social-media-agai...,Center,Labor Rights Activists Say Minimum Wage Proposa...,Newsweek,https://www.newsweek.com/labor-rights-activists...
308,blm,Fox News (Online News),Lean Right,America under siege on Biden's watch as cyberattackers cripple the country,"They cut off a pipeline to the Eastern Seaboard for days, tried to poison a Florida water-treatment plant, held hospital IT systems hostage and stole an undetermined trove of information in the SolarWinds hack – all as the Biden administration searches for a way to respond.",May 13 2021,https://www.foxnews.com/politics/cyberattacks-america-biden-watch,Lean Left,"With Free Medical Clinics and Patient Advocacy,...",Time Magazine,https://time.com/5937647/black-panther-medical-...,Lean Right,Black Lives Matter has terrorist and communist ...,Washington Examiner,https://www.washingtonexaminer.com/opinion/blac...,Center,"Erica Garner, outspoken activist after her dad ...",USA TODAY,https://www.usatoday.com/story/news/2017/12/30/...
309,blm,The Daily Caller,Right,FDA Clears Pfizer Coronavirus Vaccine For Children As Young As 12,"The Food and Drug Administration (FDA) expanded its emergency use authorization for the Pfizer coronavirus vaccine to children as young as 12 Monday, the first COVID-19 vaccine to receive the green light.",May 10 2021,https://dailycaller.com/2021/05/10/fda-pfizer-vaccine-coronavirus-children-moderna/,Lean Left,How Negro History Week Became Black History Mon...,New York Times (News),https://www.nytimes.com/interactive/2021/us/his...,Lean Right,Father of officer gunned down in Dallas sniper ...,Fox News (Online News),http://www.foxnews.com/us/2016/11/11/father-off...,Center,'We're Creating a City in Georgia for Black Peo...,Newsweek,https://www.newsweek.com/were-creating-city-geo...
310,blm,USA TODAY,Center,"Erica Garner, outspoken activist after her dad was police chokehold victim, dies","Erica Garner, who became an outspoken critic of police brutality following the death of her father during a police chokehold, died Saturday while in a coma following a massive heart attack.",Dec 30 2017,https://www.usatoday.com/story/news/2017/12/30/reports-erica-garner-outspoken-activist-after-her-dad-police-chokehold-victim-dies/992164001/,Lean Left,Conflict’s Second Week Begins With Heavy Israel...,New York Times (News),https://www.nytimes.com/live/2021/05/17/world/i...,Lean Right,DeSantis signs Florida election bill tightening...,Fox News (Online News),https://www.foxnews.com/politics/desantis-signs...,Center,Birthing People's Day? Cori Bush Debate Rages I...,Newsweek,https://www.newsweek.com/birthing-peoples-day-c...
311,blm,CBS News (Online),Lean Left,"Biden administration restores transgender health protections, reversing Trump policy","The U.S. will protect gay and transgender people against sex discrimination in health care, the Biden administration announced Monday, reversing a Trump-era policy that sought to narrow the scope of legal rights in sensitive situations involving medical care.",May 10 2021,https://www.cbsnews.com/news/transgender-health-protections-biden-administration/,Lean Left,How Negro History Week Became Black History Mon...,New York Times (News),https://www.nytimes.com/interactive/2021/us/his...,Right,O’Reilly: Black Lives Matter ‘Essentially A Hat...,Breitbart News,http://www.breitbart.com/video/2016/07/08/oreil...,Center,Covid-19: US to advise against travel to 80% of...,BBC News,https://www.bbc.com/news/world-us-canada-56813852
312,blm,Wall Street Journal (News),Center,U.S. Pipeline Shutdown Exposes Cyber Threat to Energy Sector,"The ransomware attack that forced the closure of the largest U.S. fuel pipeline this weekend showed how cybercriminals pose a far-reaching threat to the aging, vulnerable infrastructure that keeps the nation’s energy moving.",May 10 2021,https://www.wsj.com/articles/u-s-pipeline-shutdown-exposes-cyber-threat-to-energy-sector-11620574464?mod=hp_lead_pos3,Lean Left,SpaceX launches 4 astronauts to ISS on recycled...,ABC News (Online),https://abcnews.go.com/Technology/spacex-launch...,Lean Right,South Carolina Army sergeant leaves home amid '...,Fox News (Online News),https://www.foxnews.com/us/south-carolina-army-...,Center,"White supremacists chant 'closed borders, white...",The Hill,http://thehill.com/blogs/blog-briefing-room/new...
313,blm,New York Times (Opinion),Left,Mother’s Day Can Be Painful. It Can Also Reconnect Us to the World.,"Mother’s Day is still nearly a week away, but there are buds on the antique rambling rose that my mother rooted for me from her grandmother’s rose, and it will be in full bloom by Sunday, as it always is on Mother’s Day. My husband will make brunch. Our adult children will come over, and we’ll bring my husband’s 92-year-old father over, too, because he lives for family gatherings and has felt",May 09 2021,https://www.nytimes.com/2021/05/03/opinion/mothers-day-loss-nature.html,Lean Left,California population drops for first time in s...,Politico,https://www.politico.com/states/california/stor...,Lean Right,Good Policing Saves Black Lives,Wall Street Journal (Opinion),https://www.wsj.com/articles/good-policing-save...,Center,Drug Overdose Deaths Surge Among Black American...,NPR (Online News),https://www.npr.org/2021/03/03/970964576/drug-o...
314,blm,Politico,Lean Left,California population drops for first time in state's recorded history,"SACRAMENTO — California's population declined in 2020 for the first time in the state's recorded history due to Covid-19 deaths, federal immigration restrictions and declining births, state officials announced Friday.",May 07 2021,https://www.politico.com/states/california/story/2021/05/07/california-population-drops-for-first-time-in-state-history-1380893,Lean Left,Don’t criticize Black Lives Matter for provokin...,Washington Post,https://www.washingtonpost.com/posteverything/w...,Lean Right,America under siege on Biden's watch as cyberat...,Fox News (Online News),https://www.foxnews.com/politics/cyberattacks-a...,Center,Why Supreme Court case about cheerleader's Snap...,USA TODAY,https://www.usatoday.com/story/opinion/2021/04/...
315,blm,The Daily Caller,Right,Study: America Hit By Roughly 550 Violent Demonstrations In Three Months,"Data gathered in a Thursday study suggested that the U.S. experienced nearly 550 violent demonstrations since May 26, the day after the death of George Floyd.",Sep 07 2020,https://dailycaller.com/2020/09/05/550-violent-demonstrations-riots-three-months/,Left,The Black Photographers Who Paved The Way For T...,BuzzFeed News,https://www.buzzfeednews.com/article/piapeterso...,Lean Right,Jury selection delayed in Derek Chauvin trial i...,New York Post (News),https://nypost.com/2021/03/08/jury-selection-de...,Center,"White supremacists chant 'closed borders, white...",The Hill,http://thehill.com/blogs/blog-briefing-room/new...
316,blm,NBC News (Online),Lean Left,NBA intends to resume playoffs in coming days after walkout over Jacob Blake shooting,"NBA players are expected to return to the floor this weekend, league officials said Thursday, a day after teams walked out in support of ongoing protests against police brutality following the shooting of Jacob Blake in Wisconsin.",Aug 27 2020,https://www.nbcnews.com/news/us-news/nba-referees-hit-pavement-support-boycotting-players-n1238429,Left,Body camera video in the fatal shooting of a 13...,CNN (Online News),https://www.cnn.com/2021/04/15/us/adam-toledo-p...,Lean Right,DeSantis signs Florida election bill tightening...,Fox News (Online News),https://www.foxnews.com/politics/desantis-signs...,Center,Curfew lifted after protests over death of Daun...,USA TODAY,https://www.usatoday.com/story/news/nation/2021...
317,blm,CBS News (Online),Lean Left,"COVID is killing 120 people an hour in India, and it could stay ""really grim"" for months","A month after the second wave of coronavirus infections started sweeping over India, the country is mired in grief, and it could be weeks, even months before the situation improves. On Tuesday, yet another grim milestone was crossed: 20 million cases of COVID-19 registered since the start of the pandemic. About seven million of those were confirmed over the last month alone.",May 04 2021,https://www.cbsnews.com/news/india-covid-crisis-deaths-vaccine-oxygen/,Lean Left,Atlanta Police Chief Erika Shields resigns in w...,ABC News (Online),https://abcnews.go.com/US/atlanta-police-chief-...,Lean Right,Olympics ban Black Lives Matter apparel and cou...,Washington Examiner,https://www.washingtonexaminer.com/news/olympic...,Center,"Nigeria, Africa's Largest Nation, Backs Trump D...",Newsweek,https://www.newsweek.com/nigeria-backs-trump-bl...
318,blm,Wall Street Journal (Opinion),Lean Right,Media Mistrust Won’t Inoculate You Against Misinformation,"It’s easy to become inured to the daily procession of flagrant falsehoods, tendentious misrepresentations, deceitful exaggerations and narrative-driven editorial distortions from many of the nation’s leading media outlets. As opinion surveys suggest that most of these organizations now rank in public trust a little below emailed pleas from deposed Nigerian princes, it’s easy to think the power",May 04 2021,http://wsj.com/articles/media-mistrust-wont-inoculate-you-against-misinformation-11620061429,Lean Left,‘At the Intersection of Two Criminalized Identi...,Time Magazine,https://time.com/5884176/islam-black-lives-matt...,Lean Right,Black Lives Matter pressured to hand over milli...,Washington Examiner,https://www.washingtonexaminer.com/news/black-l...,Center,'We're Creating a City in Georgia for Black Peo...,Newsweek,https://www.newsweek.com/were-creating-city-geo...
319,blm,BBC News,Center,Bill and Melinda Gates divorce after 27 years of marriage,"Bill and Melinda Gates have announced their divorce after 27 years of marriage, saying ""we no longer believe we can grow together as a couple"".",May 04 2021,https://www.bbc.com/news/world-us-canada-56975466,Lean Left,A Chauvin juror participated in the 2020 March ...,NBC News (Online),https://www.nbcnews.com/news/us-news/chauvin-ju...,Right,‘Black Lives Matter' Protest Burns Flag in Holl...,Breitbart News,http://www.breitbart.com/big-government/2014/12...,Center,Democratic Candidates Stumble Over Black Lives ...,NPR (Online News),http://www.npr.org/sections/itsallpolitics/2015...
